"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"460","Pocillopora_acuta_HIv2___RNAseq.19049_t",22594.1017712648,3.34150673652034,0.648294348715337,1.07020126616224e-08,3.0652259631229e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Pocillopora_acuta_HIv2___RNAseq.g14868.t1b",329.465398600593,9.90525563281419,2.99026045239694,1.11250509428009e-08,3.18009361337297e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Pocillopora_acuta_HIv2___RNAseq.g29822.t1",2126.25199022812,-4.43523924718478,0.961869978907184,1.13435439911589e-08,3.23615424631405e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Pocillopora_acuta_HIv2___RNAseq.g14726.t1",143.755575253737,11.9228705115142,3.6251017294896,1.14071869711967e-08,3.24790457384625e-07,"45351.EDO31412",7.2e-236,686,"COG4805@1|root,2QUES@2759|Eukaryota,39R27@33154|Opisthokonta","33154|Opisthokonta","S","Bacterial protein of unknown function (DUF885)","-","-","-","-","-","-","-","-","-","-","-","-","DUF885"
"464","Pocillopora_acuta_HIv2___RNAseq.g24123.t1",284.034595306127,9.80692619593776,2.93839974179619,1.21599667871128e-08,3.45543732040863e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Pocillopora_acuta_HIv2___RNAseq.6942_t",1070.86015112357,11.0533442080858,3.40645420269311,1.2322089856734e-08,3.49464132721179e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Pocillopora_acuta_HIv2___RNAseq.g4978.t1",626.035372161439,10.4372000046803,3.29570896259417,1.23897432768461e-08,3.50695199131707e-07,"45351.EDO32465",1.35e-97,290,"291IH@1|root,2R8EE@2759|Eukaryota,3A0RS@33154|Opisthokonta,3BPNJ@33208|Metazoa","33208|Metazoa","S","Domain of unknown function (DUF4505)","C8orf82","GO:0006950,GO:0008150,GO:0009611,GO:0042060,GO:0050896","-","-","-","-","-","-","-","-","-","-","DUF4505"
"467","Pocillopora_acuta_HIv2___RNAseq.g7550.t1",700.369251626463,7.202332783858,4.27706303175773,1.24474858026139e-08,3.51641473923843e-07,"45351.EDO38953",5.68e-90,270,"KOG0440@1|root,KOG0440@2759|Eukaryota,38FUC@33154|Opisthokonta,3BIEV@33208|Metazoa","33208|Metazoa","D","cellular developmental process","MOB2","GO:0000902,GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0001932,GO:0001934,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0006996,GO:0007010,GO:0007275,GO:0007399,GO:0007423,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008150,GO:0008582,GO:0009653,GO:0009887,GO:0009893,GO:0009987,GO:0010562,GO:0010604,GO:0010720,GO:0010975,GO:0010976,GO:0016020,GO:0016028,GO:0016043,GO:0019220,GO:0019222,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0030029,GO:0030036,GO:0030154,GO:0030182,GO:0031323,GO:0031325,GO:0031344,GO:0031346,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032989,GO:0040008,GO:0042051,GO:0042052,GO:0042325,GO:0042327,GO:0042461,GO:0042462,GO:0042995,GO:0043005,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044087,GO:0044306,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045886,GO:0045926,GO:0045937,GO:0046530,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048592,GO:0048638,GO:0048640,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050877,GO:0050890,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051960,GO:0051961,GO:0051962,GO:0051963,GO:0051964,GO:0060255,GO:0060284,GO:0065007,GO:0065008,GO:0070013,GO:0070451,GO:0071840,GO:0071944,GO:0080090,GO:0090596,GO:0097458,GO:0120025,GO:0120035,GO:0120038,GO:1904396,GO:1904397,GO:1905809,GO:2000026","-","-","-","-","-","-","-","-","-","-","Mob1_phocein"
"468","Pocillopora_acuta_HIv2___TS.g11075.t2",373.064562057703,9.94243309622813,3.11473206702746,1.27725413475834e-08,3.59420307493087e-07,"45351.EDO36811",1.23e-207,585,"KOG3841@1|root,KOG3841@2759|Eukaryota,38CZI@33154|Opisthokonta,3BCB8@33208|Metazoa","33208|Metazoa","K","transcriptional enhancer factor","TEAD4","GO:0000003,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0000988,GO:0000989,GO:0001012,GO:0001067,GO:0001077,GO:0001085,GO:0001101,GO:0001134,GO:0001221,GO:0001223,GO:0001228,GO:0001501,GO:0001568,GO:0001570,GO:0001701,GO:0001708,GO:0001824,GO:0001825,GO:0001829,GO:0001830,GO:0001838,GO:0001841,GO:0001843,GO:0001932,GO:0001934,GO:0001944,GO:0002009,GO:0003007,GO:0003143,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003705,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007405,GO:0007498,GO:0007507,GO:0007517,GO:0007565,GO:0007566,GO:0008134,GO:0008150,GO:0008152,GO:0008283,GO:0008356,GO:0009058,GO:0009059,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0010941,GO:0014020,GO:0014733,GO:0014883,GO:0016043,GO:0016070,GO:0016331,GO:0017145,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019904,GO:0021915,GO:0022008,GO:0022414,GO:0022607,GO:0023052,GO:0030154,GO:0030903,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032526,GO:0032774,GO:0032991,GO:0032993,GO:0033674,GO:0033993,GO:0034641,GO:0034645,GO:0034654,GO:0035050,GO:0035148,GO:0035239,GO:0035295,GO:0035329,GO:0035556,GO:0036445,GO:0042127,GO:0042221,GO:0042325,GO:0042327,GO:0043009,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043502,GO:0043549,GO:0043565,GO:0043933,GO:0044057,GO:0044085,GO:0044093,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0044706,GO:0044798,GO:0045165,GO:0045595,GO:0045859,GO:0045860,GO:0045893,GO:0045935,GO:0045937,GO:0045944,GO:0046483,GO:0046982,GO:0046983,GO:0048103,GO:0048339,GO:0048368,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048562,GO:0048568,GO:0048583,GO:0048598,GO:0048646,GO:0048699,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051301,GO:0051338,GO:0051347,GO:0051704,GO:0051716,GO:0055057,GO:0055059,GO:0060255,GO:0060429,GO:0060485,GO:0060548,GO:0060562,GO:0060606,GO:0061061,GO:0061351,GO:0065003,GO:0065007,GO:0065009,GO:0070013,GO:0070887,GO:0071148,GO:0071149,GO:0071229,GO:0071300,GO:0071310,GO:0071396,GO:0071704,GO:0071840,GO:0071900,GO:0071902,GO:0072089,GO:0072175,GO:0072358,GO:0072359,GO:0080090,GO:0090257,GO:0090304,GO:0090575,GO:0097159,GO:0097659,GO:0097718,GO:0098722,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901700,GO:1901701,GO:1902459,GO:1902680,GO:1902893,GO:1902895,GO:1903506,GO:1903508,GO:1990837,GO:2000036,GO:2000112,GO:2000736,GO:2001141","-","ko:K09448","ko04011,ko04390,ko04391,ko04392,map04011,map04390,map04391,map04392","M00683","-","-","ko00000,ko00001,ko00002,ko03000","-","-","-","TEA"
"469","Pocillopora_acuta_HIv2___TS.g5006.t1c",506.296844231968,10.712852613191,3.32884093512308,1.30125344205652e-08,3.65462714289427e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Pocillopora_acuta_HIv2___RNAseq.g672.t1",528.012808858935,10.3560543690957,3.23315376591107,1.33347806019572e-08,3.73353616118166e-07,"6087.XP_004211771.1",5.3e-249,796,"KOG1480@1|root,KOG3538@1|root,KOG4475@1|root,KOG1480@2759|Eukaryota,KOG3538@2759|Eukaryota,KOG4475@2759|Eukaryota","2759|Eukaryota","U","coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","SSPO","GO:0005575,GO:0005576,GO:0005615,GO:0044421","-","ko:K08621,ko:K13912","ko04970,map04970","-","-","-","ko00000,ko00001,ko01000,ko01002","-","-","-","C8,F5_F8_type_C,Ldl_recept_a,Pacifastin_I,TIL,TSP_1,VWC,VWD"
"471","Pocillopora_acuta_HIv2___RNAseq.g10393.t1",270.13557583126,9.58225980847998,2.92555974524984,1.33451202663919e-08,3.73353616118166e-07,"45351.EDO48676",9.15e-130,390,"COG0148@1|root,KOG2670@2759|Eukaryota,38SHS@33154|Opisthokonta,3BI74@33208|Metazoa","33208|Metazoa","G","Enolase family member 4","ENO4","GO:0003674,GO:0003824,GO:0004634,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005929,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006996,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016043,GO:0016052,GO:0016053,GO:0016310,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030030,GO:0030317,GO:0031514,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0036126,GO:0040011,GO:0042866,GO:0042995,GO:0043226,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044441,GO:0044463,GO:0044464,GO:0044782,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0046982,GO:0046983,GO:0048870,GO:0051179,GO:0051186,GO:0051188,GO:0051674,GO:0055086,GO:0071704,GO:0071840,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0097223,GO:0097228,GO:0097722,GO:0097729,GO:0120025,GO:0120036,GO:0120038,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576","4.2.1.11","ko:K01689","ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066","M00001,M00002,M00003,M00346,M00394","R00658","RC00349","ko00000,ko00001,ko00002,ko01000,ko03019,ko04147","-","-","-","Enolase_C,Enolase_N"
"472","Pocillopora_acuta_HIv2___RNAseq.12690_t",645.084818474978,10.1568629795329,3.31030508230996,1.36784502686601e-08,3.81940356536485e-07,"10224.XP_002736222.1",2.85e-267,747,"COG1488@1|root,KOG2511@2759|Eukaryota,38B7C@33154|Opisthokonta,3BCCJ@33208|Metazoa,3CXU2@33213|Bilateria","33208|Metazoa","H","nicotinate nucleotide biosynthetic process","NAPRT","GO:0000323,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004516,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005829,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006950,GO:0006955,GO:0006979,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0012505,GO:0016192,GO:0016874,GO:0016879,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0030141,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032940,GO:0034356,GO:0034641,GO:0034654,GO:0034774,GO:0035578,GO:0036230,GO:0042119,GO:0042582,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046483,GO:0046496,GO:0046903,GO:0050896,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0055086,GO:0060205,GO:0070013,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097708,GO:0099503,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","6.3.4.21","ko:K00763","ko00760,ko01100,map00760,map01100","-","R01724","RC00033","ko00000,ko00001,ko01000","-","-","-","NAPRTase"
"473","Pocillopora_acuta_HIv2___RNAseq.g20653.t1",563.476190521502,-5.80036292922699,4.2780565170371,1.39052274019911e-08,3.86733053811053e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Pocillopora_acuta_HIv2___RNAseq.g29670.t2",209.219227652221,11.9829100257538,3.72869172451691,1.39303042751354e-08,3.86733053811053e-07,"45351.EDO39918",3.71e-230,661,"KOG0500@1|root,KOG0500@2759|Eukaryota,38CC1@33154|Opisthokonta,3BAEP@33208|Metazoa","33208|Metazoa","P","cyclic nucleotide-gated ion channel activity","-","GO:0003674,GO:0005215,GO:0005216,GO:0005217,GO:0005221,GO:0005244,GO:0005249,GO:0005261,GO:0005267,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0007154,GO:0007165,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015276,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0017071,GO:0019932,GO:0019935,GO:0022803,GO:0022832,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022843,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0035556,GO:0042391,GO:0043855,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0065007,GO:0065008,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099094,GO:1902495,GO:1990351","-","ko:K04950","ko04024,ko04740,map04024,map04740","-","-","-","ko00000,ko00001,ko04040","1.A.1.5.12,1.A.1.5.13,1.A.1.5.18,1.A.1.5.20","-","-","Ion_trans,cNMP_binding"
"475","Pocillopora_acuta_HIv2___RNAseq.g7243.t1",147.910878249033,11.6712059557933,3.67165236126784,1.39730315743657e-08,3.87176108604646e-07,"59538.XP_005956869.1",1.19e-12,78.2,"KOG3544@1|root,KOG3544@2759|Eukaryota,39561@33154|Opisthokonta,3BC3Q@33208|Metazoa,3CWAU@33213|Bilateria,48APU@7711|Chordata,495XY@7742|Vertebrata,3J3SX@40674|Mammalia,4J7Z8@91561|Cetartiodactyla","33208|Metazoa","W","Thrombospondin-type laminin G domain and EAR","TSPEAR","GO:0003008,GO:0005575,GO:0005623,GO:0005886,GO:0005929,GO:0007600,GO:0007605,GO:0008150,GO:0009986,GO:0016020,GO:0031090,GO:0031253,GO:0032420,GO:0032421,GO:0032501,GO:0042995,GO:0043005,GO:0043226,GO:0043227,GO:0044422,GO:0044425,GO:0044441,GO:0044459,GO:0044463,GO:0044464,GO:0050877,GO:0050954,GO:0060170,GO:0071944,GO:0097458,GO:0098588,GO:0098590,GO:0098858,GO:0098862,GO:0120025,GO:0120038","-","-","-","-","-","-","-","-","-","-","EPTP,Laminin_G_2"
"476","Pocillopora_acuta_HIv2___RNAseq.g14744.t1",298.315985477422,9.84881175563975,3.10652453114571,1.40042507792183e-08,3.8729920319429e-07,"45351.EDO48193",2.94e-122,370,"KOG3880@1|root,KOG3880@2759|Eukaryota,38FZP@33154|Opisthokonta,3B9AP@33208|Metazoa","33154|Opisthokonta","S","lysosomal lumen pH elevation","BTN1","GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0006873,GO:0006885,GO:0006897,GO:0006996,GO:0007033,GO:0007034,GO:0008150,GO:0009987,GO:0012505,GO:0015711,GO:0015802,GO:0015809,GO:0015819,GO:0015849,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0019725,GO:0030003,GO:0030004,GO:0030176,GO:0030641,GO:0031090,GO:0031224,GO:0031227,GO:0031984,GO:0032153,GO:0042175,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045324,GO:0046907,GO:0046942,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051286,GO:0051453,GO:0051641,GO:0051649,GO:0051666,GO:0055067,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071840,GO:0098588,GO:0098657,GO:0098771,GO:0098805,GO:0098827,GO:0098852","-","ko:K12389","ko04142,map04142","-","-","-","ko00000,ko00001","-","-","-","CLN3"
"477","Pocillopora_acuta_HIv2___RNAseq.g8965.t1",348.376074581586,10.035522153067,3.23742996187236,1.4955668864786e-08,4.12822126832566e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Pocillopora_acuta_HIv2___RNAseq.g673.t1",447.099874280538,-8.53773044996844,2.85328485257599,1.56545844808983e-08,4.31291257012787e-07,"45351.EDO46235",3.42e-174,508,"KOG1591@1|root,KOG1591@2759|Eukaryota,38BMH@33154|Opisthokonta,3BA6F@33208|Metazoa","33208|Metazoa","E","procollagen-proline 4-dioxygenase activity","P4HA2","GO:0003674,GO:0003824,GO:0004656,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005783,GO:0005788,GO:0005829,GO:0006082,GO:0006091,GO:0006464,GO:0006520,GO:0006575,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009055,GO:0009653,GO:0009790,GO:0009792,GO:0009987,GO:0010171,GO:0010172,GO:0012505,GO:0016043,GO:0016222,GO:0016491,GO:0016705,GO:0016706,GO:0018126,GO:0018193,GO:0018208,GO:0018401,GO:0018996,GO:0019471,GO:0019511,GO:0019538,GO:0019752,GO:0019798,GO:0022900,GO:0030198,GO:0030199,GO:0031543,GO:0031545,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032991,GO:0036211,GO:0040002,GO:0040008,GO:0040014,GO:0040018,GO:0042303,GO:0042335,GO:0042338,GO:0042802,GO:0043062,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0043933,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045927,GO:0048518,GO:0048598,GO:0048638,GO:0048639,GO:0048856,GO:0050789,GO:0050793,GO:0051094,GO:0051213,GO:0051239,GO:0051240,GO:0055114,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0097435,GO:0140096,GO:1901564,GO:1901605,GO:1902494,GO:1990204","1.14.11.2","ko:K00472","ko00330,ko01100,map00330,map01100","-","R01252","RC00478","ko00000,ko00001,ko01000","-","-","-","2OG-FeII_Oxy_3,P4Ha_N"
"479","Pocillopora_acuta_HIv2___RNAseq.g7635.t1",6055.09317309642,-3.81508617303201,0.787347161133503,1.6139369944757e-08,4.42959861254204e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Pocillopora_acuta_HIv2___RNAseq.g3580.t1",975.169963019767,6.8362126112229,5.39449148099654,1.63048144025588e-08,4.46653097573125e-07,"10224.XP_006825561.1",1.18e-56,184,"KOG4029@1|root,KOG4029@2759|Eukaryota,38HHV@33154|Opisthokonta,3BH3S@33208|Metazoa,3CVKT@33213|Bilateria","33208|Metazoa","K","Pancreas specific transcription factor, 1a","PTF1A","GO:0000976,GO:0000977,GO:0000978,GO:0000980,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001158,GO:0001228,GO:0001654,GO:0003407,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009653,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010842,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0021549,GO:0022008,GO:0022037,GO:0023052,GO:0030154,GO:0030182,GO:0030522,GO:0030902,GO:0031016,GO:0031017,GO:0031018,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035270,GO:0035272,GO:0035326,GO:0035881,GO:0043010,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045165,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048384,GO:0048513,GO:0048518,GO:0048522,GO:0048592,GO:0048593,GO:0048646,GO:0048663,GO:0048699,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051239,GO:0051252,GO:0051254,GO:0051716,GO:0055123,GO:0060041,GO:0060042,GO:0060255,GO:0060322,GO:0061074,GO:0065007,GO:0070013,GO:0070888,GO:0071704,GO:0080090,GO:0090304,GO:0090596,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1902866,GO:1903506,GO:1903508,GO:1990837,GO:2000026,GO:2000112,GO:2001141","-","ko:K09073","-","-","-","-","ko00000,ko03000","-","-","-","HLH"
