GO.ID	term	definition	Oral_elim.genes_frequency	Oral_elim.pvalue	Oral_elim.-log10_pvalue	Oral_elim.Significant_genes	Oral_elim.Significant_genes_symbol	Aboral_elim.genes_frequency	Aboral_elim.pvalue	Aboral_elim.-log10_pvalue	Aboral_elim.Significant_genes	Aboral_elim.Significant_genes_symbol
"GO:0048729"	"tissue morphogenesis"	"The process in which the anatomical structures of a tissue are generated and organized."	"7.824% (32/409)"	0.3411579	0.47	NA	NA	"8.802% (36/409)"	0.002368344	2.63	"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1;Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g22638.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g26270.t1a;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g3088.t1;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___RNAseq.g942.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g12304.t1;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g23391.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g30706.t1;Pocillopora_acuta_HIv2___TS.g568.t1;Pocillopora_acuta_HIv2___TS.g7543.t1"	"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1;Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g22638.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g26270.t1a;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g3088.t1;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___RNAseq.g942.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g12304.t1;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g23391.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g30706.t1;Pocillopora_acuta_HIv2___TS.g568.t1;Pocillopora_acuta_HIv2___TS.g7543.t1"
"GO:1901016"	"regulation of potassium ion transmembrane transporter activity"	NA	"7.692% (1/13)"	0.6225524	0.21	NA	NA	"23.077% (3/13)"	0.009459176	2.02	"Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b"	"Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b"
"GO:0010810"	"regulation of cell-substrate adhesion"	"Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."	"2.41% (2/83)"	0.9854118	0.01	NA	NA	"9.639% (8/83)"	0.008531824	2.07	"Pocillopora_acuta_HIv2___RNAseq.g12272.t1;Pocillopora_acuta_HIv2___RNAseq.g12278.t1;Pocillopora_acuta_HIv2___RNAseq.g18125.t1;Pocillopora_acuta_HIv2___RNAseq.g20876.t1;Pocillopora_acuta_HIv2___RNAseq.g28109.t1;Pocillopora_acuta_HIv2___RNAseq.g3826.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1"	"Pocillopora_acuta_HIv2___RNAseq.g12272.t1;Pocillopora_acuta_HIv2___RNAseq.g12278.t1;Pocillopora_acuta_HIv2___RNAseq.g18125.t1;Pocillopora_acuta_HIv2___RNAseq.g20876.t1;Pocillopora_acuta_HIv2___RNAseq.g28109.t1;Pocillopora_acuta_HIv2___RNAseq.g3826.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1"
"GO:0001501"	"skeletal system development"	"The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."	"5.833% (14/240)"	0.8324673	0.08	NA	NA	"11.25% (27/240)"	2.320907e-05	4.63	"Pocillopora_acuta_HIv2___RNAseq.10263_t;Pocillopora_acuta_HIv2___RNAseq.22092_t;Pocillopora_acuta_HIv2___RNAseq.26508_t;Pocillopora_acuta_HIv2___RNAseq.g10385.t1;Pocillopora_acuta_HIv2___RNAseq.g13857.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g15163.t1;Pocillopora_acuta_HIv2___RNAseq.g19284.t1;Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g24896.t1;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g28196.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g30131.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g5115.t2;Pocillopora_acuta_HIv2___TS.g5338.t1"	"Pocillopora_acuta_HIv2___RNAseq.10263_t;Pocillopora_acuta_HIv2___RNAseq.22092_t;Pocillopora_acuta_HIv2___RNAseq.26508_t;Pocillopora_acuta_HIv2___RNAseq.g10385.t1;Pocillopora_acuta_HIv2___RNAseq.g13857.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g15163.t1;Pocillopora_acuta_HIv2___RNAseq.g19284.t1;Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g24896.t1;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g28196.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g30131.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g5115.t2;Pocillopora_acuta_HIv2___TS.g5338.t1"
"GO:0001503"	"ossification"	"The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."	"7.177% (15/209)"	0.5480638	0.26	NA	NA	"11.962% (25/209)"	0.006469638	2.19	"Pocillopora_acuta_HIv2___RNAseq.26508_t;Pocillopora_acuta_HIv2___RNAseq.g13857.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g15163.t1;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g19284.t1;Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1;Pocillopora_acuta_HIv2___RNAseq.g24896.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g3780.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g23673.t1;Pocillopora_acuta_HIv2___TS.g28528.t1a;Pocillopora_acuta_HIv2___TS.g5338.t1"	"Pocillopora_acuta_HIv2___RNAseq.26508_t;Pocillopora_acuta_HIv2___RNAseq.g13857.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g15163.t1;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g19284.t1;Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1;Pocillopora_acuta_HIv2___RNAseq.g24896.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g3780.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g23673.t1;Pocillopora_acuta_HIv2___TS.g28528.t1a;Pocillopora_acuta_HIv2___TS.g5338.t1"
"GO:0060740"	"prostate gland epithelium morphogenesis"	"The process in which the anatomical structures of epithelia of the prostate gland are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."	"8.333% (1/12)"	0.5931565	0.23	NA	NA	"25% (3/12)"	0.007468328	2.13	"Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1"	"Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1"
"GO:0060745"	"mammary gland branching involved in pregnancy"	"The process in which the branching structure of the mammary gland duct is generated and organized as a part of pregnancy."	"0% (0/5)"	1	0	NA	NA	"60% (3/5)"	0.0004079179	3.39	"Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___TS.g23391.t1"	"Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___TS.g23391.t1"
"GO:0099054"	"presynapse assembly"	"The aggregation, arrangement and bonding together of a set of components to form a presynapse."	"8.333% (2/24)"	0.5252685	0.28	NA	NA	"33.333% (8/24)"	0.002968114	2.53	"Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1"	"Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1"
"GO:0060739"	"mesenchymal-epithelial cell signaling involved in prostate gland development"	"Any process that mediates the transfer of information from a mesenchymal cell to an epithelial cell where it is received and interpreted contributing to the progression of the prostate gland over time."	"20% (1/5)"	0.3124196	0.51	NA	NA	"60% (3/5)"	0.0004079179	3.39	"Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1"	"Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1"
"GO:0048859"	"formation of anatomical boundary"	"The process in which the limits of an anatomical structure are generated. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."	"16.667% (2/12)"	0.2129753	0.67	NA	NA	"25% (3/12)"	0.007468328	2.13	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g30706.t1"	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g30706.t1"
"GO:0048880"	"sensory system development"	"The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."	"12.406% (33/266)"	0.6286928	0.2	NA	NA	"8.647% (23/266)"	0.006967671	2.16	"Pocillopora_acuta_HIv2___RNAseq.g10343.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g27337.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g3832.t1;Pocillopora_acuta_HIv2___RNAseq.g434.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g9588.t1;Pocillopora_acuta_HIv2___RNAseq.g9589.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g14528.t1a;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g30706.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b"	"Pocillopora_acuta_HIv2___RNAseq.g10343.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g27337.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g3832.t1;Pocillopora_acuta_HIv2___RNAseq.g434.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g9588.t1;Pocillopora_acuta_HIv2___RNAseq.g9589.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g14528.t1a;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g30706.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b"
"GO:0001656"	"metanephros development"	"The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine."	"2.941% (1/34)"	0.9220083	0.04	NA	NA	"17.647% (6/34)"	0.001051954	2.98	"Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___TS.g23602.t1"	"Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g28971.t1a;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___TS.g23602.t1"
"GO:0060898"	"eye field cell fate commitment involved in camera-type eye formation"	"The commitment of neurectodermal cells to cells of the eye field and their capacity to differentiate into eye field cells. Eye field cells are neurectodermal cells that will form the optic placode."	"0% (0/5)"	1	0	NA	NA	"60% (3/5)"	0.0004079179	3.39	"Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1"	"Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1"
"GO:0042067"	"establishment of ommatidial planar polarity"	"The specification of polarized ommatidia. Ommatidia occur in two chiral forms. The trapezoidal arrangement of photoreceptors in the dorsal part of the eye is the mirror image of that in the ventral part."	"0% (0/7)"	1	0	NA	NA	"42.857% (3/7)"	0.0013544	2.87	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g30706.t1"	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g30706.t1"
"GO:0030282"	"bone mineralization"	"The deposition of hydroxyapatite, a form of calcium phosphate with the formula Ca10(PO4)6(OH)2, in bone tissue."	"12% (6/50)"	0.1491038	0.83	NA	NA	"18% (9/50)"	5.141462e-05	4.29	"Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g3780.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g5338.t1"	"Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g3780.t1;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g5338.t1"
"GO:0021781"	"glial cell fate commitment"	"The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."	"11.111% (1/9)"	0.4905302	0.31	NA	NA	"33.333% (3/9)"	0.003084219	2.51	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g942.t1;Pocillopora_acuta_HIv2___TS.g11002.t4"	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g942.t1;Pocillopora_acuta_HIv2___TS.g11002.t4"
"GO:0009880"	"embryonic pattern specification"	"The process that results in the patterns of cell differentiation that will arise in an embryo."	"7.407% (4/54)"	0.5533433	0.26	NA	NA	"12.963% (7/54)"	0.002656459	2.58	"Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1"	"Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1"
