"","hit_name","NonDE_Oral","DE_Oral","Background","p_value_Oral","padj_Oral","DE_ratio_Oral","Background_ratio_Oral","enrichment_ratio_Oral","NonDE_Aboral","DE_Aboral","p_value_Aboral","padj_Aboral","DE_ratio_Aboral","Background_ratio_Aboral","enrichment_ratio_Aboral","nonDE_Oral","nonDE_Aboral"
"739","GPR128, GAIN subdomain A",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"740","GTF2I-like repeat",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"741","Galaxin-like repeats",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"742","Glycosyltransferase family 10 (fucosyltransferase) C-term",NA,0,8,NA,1,0,NA,0,6,2,0.029748304756879,0.107125474407992,0.00530503978779841,0.000742735122087086,7.14257294429708,6,6
"743","H-type lectin domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"744","Heparan-alpha-glucosaminide N-acetyltransferase, catalytic",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"745","Hint domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"746","Maternal embryonic leucine zipper kinase, UBA domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"747","Myelin gene regulatory factor C-terminal domain 2",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"748","Myelin regulatory factor ICA domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"749","NDT80 / PhoG like DNA-binding  family",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"750","Nephrocystin 3, helical domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"751","Nephrocystin-3 TPR domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"752","Nephrocystin-3 domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"753","PAXIP1-associated-protein-1 C term PTIP binding protein",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"754","PLAC (protease and lacunin) domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"755","Polymer-forming cytoskeletal",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"756","Pregnancy-associated plasma protein-A",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"757","Putative ATP-dependent DNA helicase recG C-terminal",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"758","Ribonuclease T2 family",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"759","SBSPON-like, C-terminal",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"760","SOUL heme-binding protein",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"761","TB domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"762","THSD1 third Ig-like domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"763","TMEM154 protein family",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"764","Thiamin pyrophosphokinase, catalytic domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"765","Thiamin pyrophosphokinase, vitamin B1 binding domain",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"766","double strand RNA binding domain from DEAD END PROTEIN 1",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"767","snRNA-activating protein complex subunit 19, SNAPc subunit 19",NA,0,1,NA,1,0,NA,0,0,1,0.0350013926283538,0.107125474407992,0.0026525198938992,9.28418902608857e-05,28.5702917771883,0,0
"768","TRAF-type zinc finger",NA,0,40,NA,1,0,NA,0,36,4,0.0501745757427268,0.14342355141553,0.0106100795755968,0.00371367561043543,2.85702917771883,36,36
"769","2OG-Fe(II) oxygenase superfamily",NA,0,25,NA,1,0,NA,0,22,3,0.0553652669269348,0.151018765556972,0.00795755968169761,0.00232104725652214,3.4284350132626,22,22
"770","56kDa selenium binding protein (SBP56)",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"771","Allograft inflammatory factor 1",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"772","Alpha-(1,6)-fucosyltransferase N- and catalytic domains",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"773","BAG domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"774","Barrier to autointegration factor",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"775","C-terminal region of peptidase_M24",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"776","Cysteine-rich secretory protein family",NA,0,11,NA,1,0,NA,0,9,2,0.0545384171136028,0.151018765556972,0.00530503978779841,0.00102126079286974,5.19459850494333,9,9
"777","GPR158/179 extracellular domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"778","Glycosyl hydrolase family 30 TIM-barrel domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"779","Glycosyl hydrolase family 30 beta sandwich domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"780","Glypican",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"781","Hedgehog amino-terminal signalling domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"782","Hsp20/alpha crystallin family",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"783","Hydantoinase B/oxoprolinase",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"784","Hydantoinase/oxoprolinase C-terminal domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"785","Kinase associated domain 1",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"786","LBP / BPI / CETP family, C-terminal domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"787","Laminin IV type B domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"788","Lysine-specific metallo-endopeptidase",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"789","Male sterility protein",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"790","Multicopper oxidase",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"791","Noggin",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"792","OAR motif",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"793","PDGF/VEGF domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"794","Phosphatidyl serine synthase",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"795","Prolyl 4-Hydroxylase alpha-subunit, N-terminal region",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"796","Prolyl 4-hydroxylase peptide-substrate-binding domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"797","Vanin C-terminal domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"798","ZCCHC24 C-terminal domain",NA,0,2,NA,1,0,NA,0,1,1,0.0687808239170368,0.151018765556972,0.0026525198938992,0.000185683780521771,14.2851458885942,1,1
"799","AhpC/TSA antioxidant enzyme",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"800","Copper amine oxidase, N2 domain",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"801","GON domain",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"802","Hydantoinase/oxoprolinase",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"803","Hydantoinase/oxoprolinase N-terminal region",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"804","LBP / BPI / CETP family, N-terminal domain",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"805","Lipoma HMGIC fusion partner-like protein",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"806","Nuclear transport factor 2 (NTF2) domain",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"807","Partial alpha/beta-hydrolase lipase region",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"808","Pectinacetylesterase",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"809","Spondin_N",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"810","U11-48K-like CHHC zinc finger",NA,0,3,NA,1,0,NA,0,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,2,2
"811","ADAMTS cysteine-rich domain",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"812","C-terminal domain of 1-Cys peroxiredoxin",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"813","Cartilage intermediate layer protein 1-like domain",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"814","Cathepsin C exclusion domain",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"815","Creatinase/Prolidase N-terminal domain",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"816","Schlafen, AlbA_2",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"817","Thymosin beta-4 family",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"818","Transcriptional regulator, SIX1, N-terminal SD domain",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"819","Zinc-binding domain",NA,0,4,NA,1,0,NA,0,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,3,3
"820","Apolipoprotein L",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"821","Attractin/LZTR1 beta-propeller",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"822","Beta-galactosidase, first all-beta domain",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"823","Beta-galactosidase, galactose-binding domain",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"824","Carbon-nitrogen hydrolase",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"825","Cathepsin propeptide inhibitor domain (I29)",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"826","Copper amine oxidase, enzyme domain",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"827","Glycosyl hydrolases family 35",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"828","Hemicentin galactose-binding domain-like",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"829","Inward rectifier potassium channel C-terminal domain",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"830","Inward rectifier potassium channel transmembrane domain",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"831","Iodothyronine deiodinase",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"832","Phosphopantetheine attachment site",NA,0,5,NA,1,0,NA,0,4,1,0.163205524874824,0.24975390927814,0.0026525198938992,0.000464209451304429,5.71405835543767,4,4
"833","AhpC/TSA family",NA,0,6,NA,1,0,NA,0,5,1,0.192508099379951,0.284536361522562,0.0026525198938992,0.000557051341565314,4.76171529619806,5,5
"834","Ephrin receptor ligand binding domain",NA,0,6,NA,1,0,NA,0,5,1,0.192508099379951,0.284536361522562,0.0026525198938992,0.000557051341565314,4.76171529619806,5,5
"835","Frizzled/Smoothened family membrane region",NA,0,6,NA,1,0,NA,0,5,1,0.192508099379951,0.284536361522562,0.0026525198938992,0.000557051341565314,4.76171529619806,5,5
"836","NAD dependent epimerase/dehydratase family",NA,0,6,NA,1,0,NA,0,5,1,0.192508099379951,0.284536361522562,0.0026525198938992,0.000557051341565314,4.76171529619806,5,5
"837","U-box domain",NA,0,6,NA,1,0,NA,0,5,1,0.192508099379951,0.284536361522562,0.0026525198938992,0.000557051341565314,4.76171529619806,5,5
"838","Amidohydrolase family",NA,0,7,NA,1,0,NA,0,6,1,0.220787193345001,0.312609904595959,0.0026525198938992,0.0006498932318262,4.08147025388405,6,6
"839","Delta serrate ligand",NA,0,7,NA,1,0,NA,0,6,1,0.220787193345001,0.312609904595959,0.0026525198938992,0.0006498932318262,4.08147025388405,6,6
"840","Homeobox KN domain",NA,0,7,NA,1,0,NA,0,6,1,0.220787193345001,0.312609904595959,0.0026525198938992,0.0006498932318262,4.08147025388405,6,6
"841","Myotubularin-like phosphatase domain",NA,0,7,NA,1,0,NA,0,6,1,0.220787193345001,0.312609904595959,0.0026525198938992,0.0006498932318262,4.08147025388405,6,6
"842","WSC domain",NA,0,7,NA,1,0,NA,0,6,1,0.220787193345001,0.312609904595959,0.0026525198938992,0.0006498932318262,4.08147025388405,6,6
"843","Zinc knuckle",NA,0,8,NA,1,0,NA,0,7,1,0.248078463143304,0.341671701511005,0.0026525198938992,0.000742735122087086,3.57128647214854,7,7
"844","non-haem dioxygenase in morphine synthesis N-terminal",NA,0,8,NA,1,0,NA,0,7,1,0.248078463143304,0.341671701511005,0.0026525198938992,0.000742735122087086,3.57128647214854,7,7
"845","ML domain",NA,0,9,NA,1,0,NA,0,8,1,0.274416326136426,0.364684854470777,0.0026525198938992,0.000835577012347971,3.17447686413204,8,8
"846","POT family",NA,0,9,NA,1,0,NA,0,8,1,0.274416326136426,0.364684854470777,0.0026525198938992,0.000835577012347971,3.17447686413204,8,8
"847","Ricin-type beta-trefoil lectin domain",NA,0,9,NA,1,0,NA,0,8,1,0.274416326136426,0.364684854470777,0.0026525198938992,0.000835577012347971,3.17447686413204,8,8
"848","Transmembrane amino acid transporter protein",NA,0,9,NA,1,0,NA,0,8,1,0.274416326136426,0.364684854470777,0.0026525198938992,0.000835577012347971,3.17447686413204,8,8
"849","ABC-2 type transporter",NA,0,10,NA,1,0,NA,0,9,1,0.299834003617058,0.388246594427217,0.0026525198938992,0.000928418902608857,2.85702917771883,9,9
"850","BAR domain of APPL family",NA,0,10,NA,1,0,NA,0,9,1,0.299834003617058,0.388246594427217,0.0026525198938992,0.000928418902608857,2.85702917771883,9,9
"851","Flavin containing amine oxidoreductase",NA,0,10,NA,1,0,NA,0,9,1,0.299834003617058,0.388246594427217,0.0026525198938992,0.000928418902608857,2.85702917771883,9,9
"852","Iron/zinc purple acid phosphatase-like protein C",NA,0,10,NA,1,0,NA,0,9,1,0.299834003617058,0.388246594427217,0.0026525198938992,0.000928418902608857,2.85702917771883,9,9
"853","Purple acid Phosphatase, N-terminal domain",NA,0,10,NA,1,0,NA,0,9,1,0.299834003617058,0.388246594427217,0.0026525198938992,0.000928418902608857,2.85702917771883,9,9
"854","Glycosyl transferase family 2",NA,0,11,NA,1,0,NA,0,10,1,0.324363562267404,0.411222424129805,0.0026525198938992,0.00102126079286974,2.59729925247167,10,10
"855","Protein of unknown function (DUF1759)",NA,0,11,NA,1,0,NA,0,10,1,0.324363562267404,0.411222424129805,0.0026525198938992,0.00102126079286974,2.59729925247167,10,10
"856","Calcineurin-like phosphoesterase",NA,0,35,NA,1,0,NA,0,33,2,0.347943365632738,0.433970757686526,0.00530503978779841,0.003249466159131,1.63258810155362,33,33
"857","Helix-turn-helix of DDE superfamily endonuclease",NA,0,12,NA,1,0,NA,0,11,1,0.348035954184243,0.433970757686526,0.0026525198938992,0.00111410268313063,2.38085764809903,11,11
"858","Myb/SANT-like DNA-binding domain",NA,0,13,NA,1,0,NA,0,12,1,0.370881055520105,0.451313091656996,0.0026525198938992,0.00120694457339151,2.19771475209141,12,12
"859","Regulator of G protein signaling domain",NA,0,13,NA,1,0,NA,0,12,1,0.370881055520105,0.451313091656996,0.0026525198938992,0.00120694457339151,2.19771475209141,12,12
"860","Metallopeptidase family M24",NA,0,14,NA,1,0,NA,0,13,1,0.392927703788271,0.457911900953254,0.0026525198938992,0.0012997864636524,2.04073512694202,13,13
"861","Putative GTPase activating protein for Arf",NA,0,15,NA,1,0,NA,0,14,1,0.414203733877684,0.480857208294783,0.0026525198938992,0.00139262835391329,1.90468611847922,14,14
"862","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD",NA,0,18,NA,1,0,NA,0,17,1,0.473672146376852,0.537538053753507,0.0026525198938992,0.00167115402469594,1.58723843206602,17,17
"863","Acetyltransferase (GNAT) family",NA,0,20,NA,1,0,NA,0,19,1,0.509932930448937,0.56805028649275,0.0026525198938992,0.00185683780521771,1.42851458885942,19,19
"864","Integrase zinc binding domain",NA,0,31,NA,1,0,NA,0,30,1,0.669138734823745,0.721526820824181,0.0026525198938992,0.00287809859808746,0.921622315393172,30,30
"865","Reverse transcriptase (RNA-dependent DNA polymerase)",NA,0,34,NA,1,0,NA,0,33,1,0.702775118522551,0.752441204637219,0.0026525198938992,0.00315662426887011,0.840302699329068,33,33
"866","Kyakuja-Dileera-Zisupton transposase",NA,0,36,NA,1,0,NA,0,35,1,0.723282073295288,0.771670662705889,0.0026525198938992,0.00334230804939189,0.793619216033009,35,35
